lemma	docs	occurrences
редко	10286	28817
ненавистник	408	632
ксендз	344	1109
тещин	101	139
надрать	181	209
ураганный	412	562
насекомое	2371	6045
авария	2313	5591
александрова	750	1885
йог	405	1230
простирать	873	1296
упускать	1965	2806
девка	2923	13881
хрюкать	307	416
таять	3318	7296
сойти	6985	18773
психоз	510	2452
мятежник	720	2575
дож	193	356
казниться	196	250
дробить	908	1560
внештатный	234	301
испробовать	844	1090
подвести	5246	9370
на связи		
токарь	546	1000
вздор	2258	7144
ощутимо	720	938
мокнуть	626	985
отбивать	1649	2458
окунек	122	199
унизительный	1808	2964
отметиться	329	382
заползать	570	733
монада	110	512
изумиться	1381	2495
пощелкивать	249	296
жюри	959	1995
год	79519	1010455
блудливый	259	326
реалия	1090	1469
стоматит	27	33
приближение	3640	6497
умываться	1207	1905
арлекин	202	397
проверка	5514	11834
загон	731	1281
торговый	6909	17675
вывалить	562	746
зверство	946	1508
крылышко	1137	1907
вопросить	436	789
дарование	2506	5334
пропалить	1934	2824
реформатор	923	1701
странствие	1010	1750
диктатор	931	1921
нелогичный	365	422
грешок	295	372
фигура	9399	35134
гортань	564	1043
обхват	298	395
итальянец	2329	5481
крестьянский	4485	15295
коренной	4052	8071
витать	1236	1731
безумство	500	691
навытяжку	253	313
лужок	766	1390
исполнение	9241	24707
локон	831	1678
совпасть	2006	3041
иезуит	564	2572
подсохнуть	450	566
бактерицидный	120	160
прийти	26477	177727
посуда	4255	9898
пощупать	1042	1557
базис	455	883
булдаков	27	132
прапорщик	1099	4296
заржать	577	942
равномерный	2375	3937
колея	2247	3987
ограничиться	3521	5524
приходиться	18284	57979
сосредоточить	4268	7726
выжечь	1084	1638
наивно	1985	3120
пук	366	528
гривенник	784	1497
супруга	5448	18951
шоколадка	351	575
виновный	3631	7243
невежество	2369	4764
оригинал	2117	3805
постучать	2330	5274
чай	8503	51978
проторчать	168	195
одобрить	3822	6429
продвигать	644	757
произношение	926	1708
холодец	174	331
посветлеть	495	617
вспоминать	10550	37110
элеватор	284	611
воплощать	1012	1445
обучить	1793	2770
продлить	1751	2342
конституциональный	47	363
сводить	3839	7009
ревматический	151	198
запричитать	332	462
сострадание	2002	3652
в порядке		
писательский	1369	3479
чурбан	353	559
миллионный	1459	2116
главнейший	1567	2905
развязать	1947	3140
закономерный	1670	2532
складываться	5020	8512
диаметр	2962	6596
хлебороб	224	419
таксофон	51	140
параша	339	1227
полуторка	153	381
передозировка	112	157
раскалывать	280	330
розыск	2059	4211
полыхать	746	1121
пижама	508	1032
нервность	440	709
кулачный	465	715
болгарка	94	157
стихийно	685	960
царь	7274	61074
наняться	522	742
взвешивать	1088	1448
прицениваться	146	154
наказываться	422	1171
спутать	1760	2664
подлетать	416	530
клевета	2012	4306
корабль	6577	43706
привольно	406	506
клон	217	699
плодородие	608	1095
сведение	11693	33088
гамма	1503	2369
догадка	2709	5513
доктор	8789	52499
запойный	260	327
сигнализация	634	1146
крыло	6580	22172
станционный	779	1307
продажность	217	262
про	15214	109688
